Token,TokenAddress,Address,Amount,Tx
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x00d79A8e4d5CD132Ed1254bcA17c7d1b3e26ae9e,100,0x422b83ae81572ae9375216998b31ea11f2aca131b5a341546a5ae18c55a75375
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x00E298E4a5c171C8Da30743A6158366EAD6D15D5,100,0xf9e2efd40f73a0be0b7675d9bc7a4e15b2e93cc8f3157bd9817eb1bffc9ace66
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x00e6929553746852977355E991E52311e3C49D00,100,0x18bbac4b22ff42be059d0c6797e5b4d80b3d451d0b2291432aa04c01e9e1f838
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x00E965Bb92ABB821C37ca38642DB76691B843325,100,0x2d9089569a9a3599ccf324d6414f64e3dee801496708870da8a3f795f824073e
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x00eaa7C0E323DbC9dB2F8FdE31C2baff0562D026,100,0xcd9da6f054aabecc98f27d8c340fecb21c527bdd5a92f922920342bb53230af2
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x00eACF4FE74395895D00f6aC21Ba20fe46DcBF51,100,0x7cd773f2344ea3ded665f601cd023877c68c2683a3f19792854ddf1d867e5e2e
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x00Eb1996cc9bE307A09f37fab4dB2EB79e93ebCa,100,0xf26f009ddcd868f45f1dc64b2c5b10f01553c01131973a95a4bb0a6761832ee7
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x00eD357a8f272b87315002bC5447926453bEdCf5,100,0xa0f4a1c904c10007fe52384de8a94ddc413317c64892b4fcb220dce51e7bce33
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x00F155ab4c4900a4ccBc1633dc8aBd5aB9962552,100,0x0abb6d5c1bee0afd1c00d8cf07c4a0ac11850e68b9bdff2aa25317e78474f229
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x00f29587A6890CcbcaD2dbde737E0d719ebB9701,100,0xc25b3d09b9c5fc0fa7dd6b29a0b7d2331d2783f42d7406e5272330cb1ee19b49
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01020F3Dd7BaF7cEFcB3870118D356b213De8Da1,100,0x6efb5cc0ff4bb7e5b0928251dec6d666826c60708decdf8fd5a2bb9c767926da
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01076A04a6D11f89AA057B8b75d9A0d2cD9AcE91,100,0x6e6d3d132237a12372ee3e961fd291a05182a9e239483c23deff2cc07cdbd230
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01176b49703589cA3583C8a7Ba381314c99fd7ae,100,0x419f3448fccf2cf654e9a06eaa1b1978e99a15165d43c49238495f7fe35e88f1
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0119E974889615B62eC12c2196e063B6c016dA9b,100,0x249d2d6185401ceb379fb465a0e9bfe0173bac70186a1ceeb6855f10bc445265
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0133D6A8371815893563cCFeb81d76C44De5FEEa,100,0x59a78d9d0c25f40f5b8643f1801d3da365a2bbdf8d713cfbe0b9f8f5d91bfd72
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0137e540506Fb4DF0dc5E9b41E9FAc7e3cb37934,100,0xec9d80e6d87730d143e041be43031ca892d7525215b980276e1202793299fa94
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x013a7b2Aa74492029BAAaFe67b43A42aF8B90d9f,100,0x61b8e83b463d2144122e2f07613b927eeccd8535bae066598c706d4e0fe94529
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x013CE9730f257bA05CFa24d59e76D902Cc831655,100,0x716c4372f5f08ac633eb0b2965a55193f901faf744c8a7ab254cc5793bb4643f
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0141af64834ab512c45a921a758ce8963c53a2de,100,0x9e6f08de6d4e0edd0a2d623a2c413d8a5bca6b0db289a794721a24aced78db1f
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0149b48054aC177F77C60442247357dF174d4fAF,100,0xfa57b3b3be5993eb9d2eefd0a0fe3007ee44b0d29ceac1143833562a7673b48a
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x014aC4f62bd7DF0d3c81B7e191329d823919006c,100,0x5aa2892482a2a5c5656d01b703aef79a9a52086f81a3dc8b14e7e07dbaf88bbd
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x014cfdFd7Fe9971f05Fb606a865e458A90728b2a,100,0x4e2246cb11ae7ad3649dfb8fde5e2b31f62f211d4cc37251f0e442dcd1e4c68e
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01514590d9A2de716937609944D05976A9e45c76,100,0x775b84f0a3cc6f82e4ce3a01b95c50dcd33bab3f637ee3949a689f4ac1e1d0c2
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0172250D7640953F89A939C3D6E71Bee66b3A246,100,0x69272d2d4b74a54045787eac8b97cbe622f5d03edf29784bd8253841820fd80e
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0173486B385c196243d68E60eb92ef3411B5fB8B,100,0x08031765358affd1b89b15319f17cf3c02fc00b4dd9f88d3b5842de084a05fc7
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0176F1F1a1E00d9Cd0dAa99a2976B67C53c8d516,100,0x3f94f895205014bee3ddf08e8b977b8e5c0facf9264d9ce59ab7f86ff4280628
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x017721C18c1e98dB10356cafe114f86C1cAdB9A9,100,0x312e0af70bf40d74881c4d976e48f59d2ff5e9fb3e3b540b1f6feb7ce2bfd952
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01798F62Cd5bA1338601cc269EB87FEbB840AfF1,100,0xea7db861dfb8fcf2e1cbc9864f0903474c640af332ae72df71df1e33a053f5d9
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0184c144190975C04d336acdEc847E743Dbb11E7,100,0xb305cf29cfe98fb572f009b59def3993c1545af2c024ebae7d9781500c64fb29
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x018C97e16Fe5eF5CD630Ec636DFB8Ee15F6Dd318,100,0x4249c0fe3a629e12d3830308fe33f3037efa5c2a2cb2130cbf47fbda8239cd1f
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0190B105A8970a3818a8eDD3f441509226fF0FbC,100,0xbd85c463465f7132d9f410d18f009c60507b36eaddb28d2c71f1b866def1916a
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x019F8c72DceD669EE13c0a869B960683195dB0Ac,100,0x22092cea0a32de459445e2facf5daebd5242ff5af255d62d89d08c27ac0e16e7
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01A17171c652b58824a39e04061FD8E5918C2859,100,0x41d904910722e75d0d92b13604931181883d75b24decad2652d9d957fc24fe18
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01a54a8ca4a20eb272fa761d6f55f0b653b7b17c,100,0x9143d34930450df0ec9f64297659b4c8b4ca3b05cf9d7e4db9cf4993636f4b8b
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01A69Be11c182b6d2153E1953ea4050A60a230db,100,0x47835e21ed5a9f0af9f8ee1e931f9615678a72c172ba50fe02628cf46f1d6732
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01bb24Aa579F81730f48fb3722B2c0687315Fc8b,100,0x4c80847429c6493fcaee5d3dd2bc53d00e60d275bf6954de3f511d8a392f5a8c
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01BD92ECCe6A7D8155d519d40FeA73f47C598c12,100,0xb59a212075baea5a1c1b3e6684f7854d961018ee77bed0c312cd5694696a45c6
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01C2A085931b8a3D7F28426d037A441Bd288CD31,100,0x2048f8ca7e0cbf48c5143d5cb55dbfcd2e8285f53acf97d7f6a3b20872ba4961
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01C885a7980113AEA94B384cF49A0e6F402D373E,100,0x945549023a6992222643da855c1c362e341ee0a6dbc892a10dd0845d3f3325dc
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01d3f1DaD3FCf24002119F3F6A437B2a4140bd74,100,0xc1b03abd3a9b110173818bef05207587f1d2ca31c90e770f09cfd3a9ed9ef134
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01de44659359BB4b53D7503e190Abc99C93769c9,100,0xa9050edf51c21ddc9d852f7d7a78bf8e9f4281ddcd8a5ad1f660b47915c4597f
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01E6bE696C0354E6321bf2925165af7Aec2c5910,100,0x92efbfe213c9bb4a8dc7979b69725877aadf4aa9d9b1942886f50fb8b3839093
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01EbF4eBdd419107720B7A8790b28C427E42D03f,100,0xf3832468af0d5220ba9a1a4391244b6d74565b51b68eb5c0742f7529c3add084
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01eD91A51558410F62E9b610681ffcFD86E98f6D,100,0x1d22c580f1714390efcbd4b8102e1ff39d8c4d81e0cd13f9d621815e4e66210f
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01f6Bdc41B82d21064189EB481a61081673778c4,100,0x497bfcf30aa727dc84347d3e14255c76aa59ab733903b31b0a9a9011a458ebd4
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x01FF27269C9bB9553A8524CFa65f8F72456E9978,100,0x3dc193db03938810ce7e6a66c6df1f0ab189dc959d2c7559e231e38f8d2e4e59
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x020397a30EAdE623Ee3aD6f6E49060De20D70676,100,0x68d9da2e71477fbbd1564ce09e686e032f598093f91f98da80953983b0ec47ea
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x020afa8F940D32c34B04B569B9c203F10e609751,100,0x51772be2d922b3e7b1f08b6080463334d16cf76d0a4f86fa9d1ae823ee826ede
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0210c891B178eD725fdE5DD27da3417E040BA75f,100,0xb619a4d93abf04fcad07198249facf66da9c1bbec4df87d171e62dc515b37fdc
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0214931B3322067D7167C4e4a5e6B641F464fF49,100,0x2d66c5564e9038aa0e80c7d7b8767a10e8033027a00a93e838cd7f4f6fff7780
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x021E285BFDDc706aF7b4C42134b04911de98dA5E,100,0xd22205ec07b65ef2f199bfe7d567c843611de4dbcfcd280ab5dfacaf61fde3a4
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0228692ae3FEf8d33772A49A045b2180058AF620,100,0xb4aa9697964856d22aec9e640c4ec96235e09cc09c11acf08787926e48b54b2b
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0228dc8551a7e1eC21de73FD391CC0b4381e59bC,100,0xdc6f677ff908061724db81efa465474e9e56e8b362424f48b20cbe1e3fbf0ff1
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0228Ec252aa07E429a6973ccDB9f689219019e82,100,0xff68965fcbb5cd38aa32f0f8de716ad78b53b1399da782e8eec137589badca3d
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0231b14ef0b3942fb653b94a1647fba5596e22bf,100,0xee89b4cb3b9469099c903486ce814bdb0ce4d0a6a311ddd60d5c2af9f54dc6a4
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x023311FeFC5458Bad6eE85e1aCecd6CbCc0048C0,100,0x8a222194a803fbf19057bcfb9d20d9afaaa3858c67ca779f545020d917dde1e4
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x023a29018808E84b70d18BDf845713F7Eb081BaD,100,0x4c5678cc1fc7078c793753349e6dc642c35f451c7b9a5cb894a78c0703938152
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02419bF9808Abe0daB4b9C9455c2F96415F3E646,100,0xd30f22604fef9512761e94da5e0e648c8a26437e6947cdccacc890f0282ddd8b
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02613d2A61D63F25EEEDec82C93a88D6d00b5B8b,100,0x2f75387d692907606c5e6b4c9219205bb846e17a86ef115612fce3be16246014
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x026cd915357f7f0f48e38f0293cd2422ed598936,100,0xde2bfb80b012d6a6b5b1366ebc5f9c0cac826b2a85c169563ab5f3e07d39abfb
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02778C1FcD6c82f7de36243c408B3e73Bf50ac6F,100,0x77cfb1e04f16b8224d8811ca5543936c27f6053e49a2825a2ae97a19b94e684c
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0278da71eBf2c025d98Bc27B7BAA55c322D2F06B,100,0xc89e2e86f2bbf2e4e835e3c46f0326dc16f9c97ea39f0a31b0c0c1b5eaa9a1ba
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02798899844062975Ef5b8F62AfD45acfE9f3c2d,100,0xf59e951408b214fdd61f8b4b2f2ce7abef84d4ead898b45169699de72c56d063
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x027Caf20F800DCe07162edc5E1Ed84d5eC4e4976,100,0xc250745d901e2ea5e45e33fa45988c98ce463e39197cde010a9fe7d3b5912bee
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x027e21fe996CE22F042bf270c72313B5aEd972Af,100,0xc1f3248d206c11cfc3c3c2f5b1508e633141406c20656ed888c528e563bfc179
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x028d0c794A9131A132B0AA709593b40A97167dF9,100,0xe1f3002240c3e973df0e7864a660fcdfdba4793bbf15de8455e78ff803e93336
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x029290c564Ef921c56a784AA16C97E930dAF7372,100,0x1f95b3df6cb856b599561e98e8815a17715f754c764d2b62ceab5207746dcddd
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02936a3D5E9F866aBBABB406d3Fe9C2E46eBb25D,100,0xe7e328f4ec851a4d3b415f1b7c157d5d715ddf4b52288bf3e50c11558ca1700e
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x029f4A86BD90Ce64C2A357Be547E4DCa482c2087,100,0xa34f8ad6fbc5acd9c4aa17bc34ddde5fdce0f260e95b60105e5a34b68ce2eb95
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02a3689f8Df92F10C216C4ab844134bb1541ef1E,100,0x09d2230f35593574faa55b17c0e5259273d93d747e087f6c5da2fdc968beda6c
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02b3a601fb8da9826001Bb183346832979c8855d,100,0x3e5cc59e3e171abce281e2bfa0aa0339b999ed184f462ba5d17863f7cc270b41
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02b9C2f6e22A9000e548E8f0a0933f9940D4C4c7,100,0x6755bcd89b837edb9804fda5a4b06db73786d274c89fa5e0917fd8c6a2a2a7a5
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02c2A7617aa2C12Ea7Fd08328612B8F881Ebb964,100,0xda496134d39856ea4ba378171114ad3fbebd6c557f896430eb1359a69aa5e143
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02c49096B8669Fab43b959Ace88505f4f8E1B39C,100,0xf0d60d00a8fc64b92aaa8fd32864573604c0d768f92202bd7f1f25f264f90670
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02c5ABdB76074122D88e9468E31f321fE055b58E,100,0xd8873c0a0e3d7e59afd1076c511658161f64de661b8ca8c0adc6b8e63c4207a0
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02D4004A6d45fbBEBcfbE21a5ad84711442B1A80,100,0xf9a6ceab164b1e635af2ba05ad9a4e05ab85ad65317e45b9740ef2f4956575c5
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02Da6dd2A38dBf729A22F6FD0fFb5D18985A64b6,100,0xb8e04d07113e087ca995eb29ce098d098ff71a602d2e147a9703912894076cd0
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02ebe38ab6761a382b9e6fdd77735e596fa3462a,100,0x7b2f574b2dd10add60650ecbde43edab3ee3f1fb7c095a2bc0b072806e2232bf
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02F75aE110Ef6471DA1fe33f93AEE811a7e59A66,100,0x5aed6b9897e1818925e3be05d52263de502e0c49ff62833521d279f158456543
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02f7cd3f5724E3660262c5e6051CB3eFCA10F822,100,0xb82e3428442715c6b861850131bb68584088fc206d06ecb401d6c37462ee2e80
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02f8302B28c1EE9199323366f1cAd508d6fe353E,100,0x0261bba05e82da00a65deccdde0092d2e90594d7832d3547781caf3b60369403
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02fe379de7244e17ddf4220c69c4452307376c34,100,0x2e0673e3ced23cf8bf0183f7028f5e413725d39a6dca82876f1eb282ce4887ad
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x02ff114ca3f7e1Ea5b235EC54cA856e50cA677a5,100,0xb8798bb7d31884ca84c9cd24aad20af8e5cc306c740af2b7b85dc02d3709f2b3
tDAO,0x4EaafA85bDBe9B02930926C594F83e62B036B1be,0x0300e5405B6512186929df7753743bF506720e91,100,0x5f18996dffaa603693c1303edc9385549b2667136be7f9a7fbad8c0d55286da9
